vid,vtitle,desc,pid,ptitle
xziZkx0_N0Q,Types of grammars and languages,"Mrs. Sharmila K Karpe 
Assistant Professor 
Department of Information Technology, 
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixNQR0kOHq3cRFbvS29KtHs,Theory of Computation
f4zz-dGynAw,Context Free Grammar and Derivation trees,"Mrs. Sharmila K Karpe 
Assistant Professor 
Department of Information Technology, 
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixNQR0kOHq3cRFbvS29KtHs,Theory of Computation
TIldkVWXzdU,CFG-Derivation trees and ambiguity language,"Mrs. Sharmila K Karpe 
Assistant Professor 
Department of Information Technology, 
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixNQR0kOHq3cRFbvS29KtHs,Theory of Computation
O1La67PNgI0,Conversion Context Free Grammar to Chomsky Normal Form,"Mrs. Sharmila K Karpe 
Assistant Professor 
Department of Information Technology, 
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixNQR0kOHq3cRFbvS29KtHs,Theory of Computation
iI9hwS5Oq8U,Conversion Context Free Grammar to Chomsky Normal Form,"Mrs. Sharmila K Karpe 
Assistant Professor 
Department of Information Technology, 
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixNQR0kOHq3cRFbvS29KtHs,Theory of Computation
OPk_yyMM7CM,CONSTRUCTION OF DC MOTOR,"Mrs.Veena Sunil Patki
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology,Solapur",PLM-jfaoaU5ixFma1u86Oxy8OcHRbyZ7rv,Electrical Machines
bIFDsWmSfI8,CHARACTERISTICS OF DC MOTOR AND SPEED CONTROL,"Mrs.Veena Sunil Patki
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology,Solapur",PLM-jfaoaU5ixFma1u86Oxy8OcHRbyZ7rv,Electrical Machines
mBu108xC9-M,THREE PHASE POWER MEASUREMENT,"Mrs.Veena Sunil Patki
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology,Solapur",PLM-jfaoaU5ixFma1u86Oxy8OcHRbyZ7rv,Electrical Machines
4RivwVk92tk,UNIVERSAL MOTOR,"Mrs.Veena Sunil Patki
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology,Solapur",PLM-jfaoaU5ixFma1u86Oxy8OcHRbyZ7rv,Electrical Machines
JeMnTBpxbQ0,THREE PHASE TRANSFORMER,"Mrs.Veena Sunil Patki
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology,Solapur",PLM-jfaoaU5ixFma1u86Oxy8OcHRbyZ7rv,Electrical Machines
7C3CDPi38CI,ARM7 Data Processing Instructions,"Mr. Chavan R. N. 
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izBdHl3dhv6XxVgG-bMHyMP,Embedded System
0inDi0B8_GQ,ARM7 Load Store Instructions,"Mr. Chavan R. N. 
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izBdHl3dhv6XxVgG-bMHyMP,Embedded System
OgOnFDOXB1k,ARM7 Addressing Modes,"Mr. Chavan R. N. 
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izBdHl3dhv6XxVgG-bMHyMP,Embedded System
FCh4LYnCr7E,ARM Assembler Directives,"Mr. Chavan R. N. 
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izBdHl3dhv6XxVgG-bMHyMP,Embedded System
0lhXJ9Lj5kE,ARM7 Assembly Programming,"Mr. Chavan R. N. 
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izBdHl3dhv6XxVgG-bMHyMP,Embedded System
TdAimBiLOgA,Industrial and Quality Management Acceptance sampling plans,"Mr. S. R. Dulange
Associate Professor
Department of Mechanical Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwGqzH-0PLQXdJk1Dd4a8Qs,Industrial and Quality Management
iHPTWTICvEU,Industrial and Quality Management Dimensions of Quality,"Mr. S. R. Dulange
Associate Professor
Department of Mechanical Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwGqzH-0PLQXdJk1Dd4a8Qs,Industrial and Quality Management
nbRbnocCKHE,Industrial & Quality Management Cost of Quality,"Mr. S. R. Dulange
Associate Professor
Department of Mechanical Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwGqzH-0PLQXdJk1Dd4a8Qs,Industrial and Quality Management
lBVWgESqVik,Industrial & Quality Management Control Charts for Variables,"Mr. S. R. Dulange
Associate Professor
Department of Mechanical Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwGqzH-0PLQXdJk1Dd4a8Qs,Industrial and Quality Management
pG3nZ2Q-I9Q,Industrial & Quality Management Process Capability for Variables,"Mr. S. R. Dulange
Associate Professor
Department of Mechanical Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwGqzH-0PLQXdJk1Dd4a8Qs,Industrial and Quality Management
UrWdWbc7HpY,INTRODUCTION to Heat Exchanger,"Mr.G.B.Agalave
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixjX4DUXX-ycA0RHHpbe8Fp,Heat and Mass Transfer
Rt-h_aG9D0Q,Heat Exchanger Design NTU Approach for Parallel Flow,"Mr.G.B.Agalave
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixjX4DUXX-ycA0RHHpbe8Fp,Heat and Mass Transfer
5tdNdeSUknY,Steady State Heat Conduction-I,"Mr. S.N.Kulkarni 
Assistant professor 
Department of Mechanical Engineering 
Walchand institute of technology, Solapur",PLM-jfaoaU5ixjX4DUXX-ycA0RHHpbe8Fp,Heat and Mass Transfer
62ibp19Q6ec,Steady State Heat Conduction-II,"Mr. S.N.Kulkarni 
Assistant professor 
Department of Mechanical Engineering 
Walchand institute of technology, Solapur",PLM-jfaoaU5ixjX4DUXX-ycA0RHHpbe8Fp,Heat and Mass Transfer
QByCbCR0S5s,Steady State Heat Conduction-III,"Mr. S.N.Kulkarni 
Assistant professor 
Department of Mechanical Engineering 
Walchand institute of technology, Solapur",PLM-jfaoaU5ixjX4DUXX-ycA0RHHpbe8Fp,Heat and Mass Transfer
zuFNqWb0qCM,Numericals based on 2D Geometrical Transformation,"Mr.P.G.Chitte
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixETDKn6n4HhLPhYqg6ySNL,CAD/CAM/CAE
33H8OF2uMTE,2D Geometrical Transformation,"Mr.P.G.Chitte
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixETDKn6n4HhLPhYqg6ySNL,CAD/CAM/CAE
-1sy5gX2wWo,Concatenation Method in Geometric Transformations,"Mr.P.G.Chitte
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixETDKn6n4HhLPhYqg6ySNL,CAD/CAM/CAE
p2_AJQqEmBI,Geometrical Modeling,"Mr.P.G.Chitte
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixETDKn6n4HhLPhYqg6ySNL,CAD/CAM/CAE
EbStg22qWPI,Feature based Modeling,"Mr.P.G.Chitte
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixETDKn6n4HhLPhYqg6ySNL,CAD/CAM/CAE
fTwPqb4ij7M,Introduction to WC,"Mr. Dayanand Patil,
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iySWCZoBoehzPt1Z4ffS8n7,Mobile Computing
kX_mJR6GZwU,Digital Modulations,"Mr. Dayanand Patil,
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iySWCZoBoehzPt1Z4ffS8n7,Mobile Computing
CGMEAj1tYc4,Multiplexing,"Mr. Dayanand Patil,
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iySWCZoBoehzPt1Z4ffS8n7,Mobile Computing
Hq1M4xO_Flo,Frequency for RT,"Mr. Dayanand Patil,
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iySWCZoBoehzPt1Z4ffS8n7,Mobile Computing
YXno33tlGOk,GSM Services,"Mr. D. P. Pandit,
Assistant Professor,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iySWCZoBoehzPt1Z4ffS8n7,Mobile Computing
DgRVfUdR1KM,AI problem Characteristics,"Dr.L M R J Lobo
Associate Professor ,
Information Technology Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixt6PBVADIZEUBxzxyH6nJJ,Artificial Intelligence
o8Hhq9P9MP4,Genetic Algorithms,"Dr.L M R J Lobo
Associate Professor ,
Information Technology Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixt6PBVADIZEUBxzxyH6nJJ,Artificial Intelligence
4sfHKVr1CK4,Monotonic and Non Monotonic reasoning,"Dr.L M R J Lobo
Associate Professor ,
Information Technology Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixt6PBVADIZEUBxzxyH6nJJ,Artificial Intelligence
G33Ss5nQPME,A* Algorithm,"Dr.L M R J Lobo
Associate Professor ,
Information Technology Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixt6PBVADIZEUBxzxyH6nJJ,Artificial Intelligence
oOlhTAs62gk,AO* Algorithm,"Dr.L M R J Lobo
Associate Professor ,
Information Technology Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixt6PBVADIZEUBxzxyH6nJJ,Artificial Intelligence
WXMKInmQxuw,Depletion Type MOSFET,"Mr. Sunil C. Kalshetti
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyETFAiYBDv0RLM5T2TIP77,Industrial Electronics
wfZ25hvzYik,Enhancement Type MOSFET,"Mr. Sunil C. Kalshetti
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyETFAiYBDv0RLM5T2TIP77,Industrial Electronics
D_sHGaC2tb8,Insulated Gate Bipolar Junction Transistor,"Mr. Sunil C. Kalshetti
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyETFAiYBDv0RLM5T2TIP77,Industrial Electronics
gwWP4RWNHek,Gate Turn Off Thyristor,"Mr. Sunil C. Kalshetti
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyETFAiYBDv0RLM5T2TIP77,Industrial Electronics
aw9t2ppWDro,Bidirectional Power Devices-DIAC & TRIAC,"Mr. Sunil C. Kalshetti
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyETFAiYBDv0RLM5T2TIP77,Industrial Electronics
AtW76qMxVSg,Introduction to  Flip flops,"Mr. S. A. Utage
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixIJDQ11Gz1tnNdkinzPTu6,Electrical And Electronics Technology
WvGfkwh-6ug,Conversion of Flip flops,"Mr. S. A. Utage
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixIJDQ11Gz1tnNdkinzPTu6,Electrical And Electronics Technology
QmHS8mAjXjY,Ring Counter: Application of shift Register,"Mr. S. A. Utage
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixIJDQ11Gz1tnNdkinzPTu6,Electrical And Electronics Technology
AzvsEOG4l6s,Asynchronous Counter,"Mr. S. A. Utage
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixIJDQ11Gz1tnNdkinzPTu6,Electrical And Electronics Technology
Mr7fPU-ClPk,Synchronous Counter,"Mr. S. A. Utage
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixIJDQ11Gz1tnNdkinzPTu6,Electrical And Electronics Technology
ljEtVO__bKk,Multimedia and Hypermedia,"Mr. Chandane E R
Assistant professor,
Department of Electronics Engineering,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ix4MXWqZPatT29DBwBZmLJi,Audio Video Engineering
DFrRiMSoZTM,Digital Audio Capture,"Mr. Chandane E R
Assistant professor,
Department of Electronics Engineering,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ix4MXWqZPatT29DBwBZmLJi,Audio Video Engineering
L7hUzmDDuVQ,Digital Video Capture,"Mr. Chandane E R
Assistant professor,
Department of Electronics Engineering,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ix4MXWqZPatT29DBwBZmLJi,Audio Video Engineering
PDo1ldxMIo4,Levels of Digitization,"Mr. Chandane E R
Assistant professor,
Department of Electronics Engineering,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ix4MXWqZPatT29DBwBZmLJi,Audio Video Engineering
EvkHcS5_79w,MPEG (Moving Pictures Expert Group),"Mr. Chandane E R
Assistant professor,
Department of Electronics Engineering,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ix4MXWqZPatT29DBwBZmLJi,Audio Video Engineering
ufxhrFCkIzE,Composite Video Signal,"Mr.Pravin Yalappa Kumbhar
Assistant Professor
Department of Electronics & Telecommunication 
Walchand Institute of Technology,Solapur",PLM-jfaoaU5iwZQjHcH-b_qtN22cFNIpux,Multimedia Communication Technique
_kqw5RmOnAU,Interlaced Scanning,"Mr.Pravin Yallappa Kumbhar
Assistant Professor
Department of Electronics & Telecommunication Engineering
Walchand Institute of Technology,Solapur",PLM-jfaoaU5iwZQjHcH-b_qtN22cFNIpux,Multimedia Communication Technique
FvdomH0wlMk,Vestigal Sideband Transmission,"Mr.Pravin Yallappa Kumbhar
Assistant Professor
Department of Electronics & Telecommunication Engineering
Walchand Institute of Technology,Solapur",PLM-jfaoaU5iwZQjHcH-b_qtN22cFNIpux,Multimedia Communication Technique
csDhvEUYkdE,Video Signal Transmission for Monochrome TV,"Mr.Pravin Yallappa Kumbhar
Assistant Professor
Department of Electronics & Telecommunication Engineering
Walchand Institute of Technology,Solapur",PLM-jfaoaU5iwZQjHcH-b_qtN22cFNIpux,Multimedia Communication Technique
NzHfDVvH_w4,Video Reception of Vestigial Sidband signals,"Mr.Pravin Yallappa Kumbhar
Assistant Professor
Department of Electronics & Telecommunication Engineering
Walchand Institute of Technology,Solapur",PLM-jfaoaU5iwZQjHcH-b_qtN22cFNIpux,Multimedia Communication Technique
jmtMdBxVZqA,Data Models,"Dr. R.V. Argiddi
Professor,
Department of Computer Science & Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixbN1QHdzmE64H8DjZ_TmdJ,Data Mining
hcovqlvNkuM,Online Analytical Processing,"Dr. R. V. Argiddi
Professor,
Department of Computer Science & Engineering,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixbN1QHdzmE64H8DjZ_TmdJ,Data Mining
7FH20f4rdBo,Data ware house,"Dr. R.V. Argiddi
Professor,
Department of Computer Science, & Engineering,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixbN1QHdzmE64H8DjZ_TmdJ,Data Mining
p3DclsFjWwI,Fundamentals of Data Mining,"Dr. Mr. R. V. Argiddi
Professor, Head
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixbN1QHdzmE64H8DjZ_TmdJ,Data Mining
gkagE_fE2sk,Classification and Prediction,"Dr. R.V. Argiddi
Professor
Department of Computer Science and Engineering
Walchand Institute of Technology,Solapur",PLM-jfaoaU5ixbN1QHdzmE64H8DjZ_TmdJ,Data Mining
5fo7RXkh_4E,Slope and Deflection of Cantilever beam with Point Load,"Mr. Prashant V Dhanshetti
Assistant Professor
Civil Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iz_fFbifRSP4L-7v-59j9qF,Structural Mechanics - II
XtE5G8d7cEQ,Slope and Deflection of Cantilever beam with UDL  by double integration method,"Mr. P. V. Dhanshetti
Assistant Professor, Department of Civil Engineering, 
Walchand Institute of Technology, 
Solapur",PLM-jfaoaU5iz_fFbifRSP4L-7v-59j9qF,Structural Mechanics - II
5ZuMTu8iVlI,Slope and Deflection of simply supported with UDL by double integration method,"Mr. P. V. Dhanshetti
Assistant Professor, Department of Civil Engineering, 
Walchand Institute of Technology, 
Solapur.",PLM-jfaoaU5iz_fFbifRSP4L-7v-59j9qF,Structural Mechanics - II
zR8wIZut6Ds,Slope and Deflection of simply supported beam with Point Load at Center by Double Integration Method,"Mr. P. V. Dhanshetti
Assistant Professor, Department of Civil Engineering, 
Walchand Institute of Technology, 
Solapur.",PLM-jfaoaU5iz_fFbifRSP4L-7v-59j9qF,Structural Mechanics - II
O0wrXOgOyQs,Slope and Deflection of Cantilever beam with UVL by double integration method,"Mr. P. V. Dhanshetti
Assistant Professor, Department of Civil Engineering, 
Walchand Institute of Technology, 
Solapur",PLM-jfaoaU5iz_fFbifRSP4L-7v-59j9qF,Structural Mechanics - II
zo3udyB1YjE,Block Diagram fundamentals and Reduction Rules,"Ms. Priyanka P. Bidla
Assistant Professor
Department of Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izXCZEI87STpG1G-7AsI9Oa,Control System
ui_EU7MNma8,Block Diagram Reduction Rules,"Ms. Priyanka P. Bidla
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izXCZEI87STpG1G-7AsI9Oa,Control System
lIVMnGHBuzY,Block Diagram Reduction Examples,"Ms. Priyanka P. Bidla
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izXCZEI87STpG1G-7AsI9Oa,Control System
l3LdBknsmkg,Signal Flow Graph,"Ms. Priyanka P. Bidla
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izXCZEI87STpG1G-7AsI9Oa,Control System
3qTnJcIawiI,Signal Flow Graph and Mason's Gain Formula,"Ms. Priyanka P. Bidla
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izXCZEI87STpG1G-7AsI9Oa,Control System
O0exqeFHW_A,Solution of Simultaneous linear equation  Gauss Elimination method Part II,"Dr. B M Biradar
Assistant Professor 
Department of Humanities and Sciences 
Walchand  Institute of Technology, Solapur.",PLM-jfaoaU5ixkvMyOOtNLVtbYJ1e1KUDk,Applied Mathematics II (CSE )
jMwB6jLmc3M,Solution of Simultaneous linear equation  Gauss Jordan Method,"Dr. B M Biradar
Assistant Professor 
Department of Humanities and Sciences 
Walchand  Institute of Technology, Solapur.",PLM-jfaoaU5ixkvMyOOtNLVtbYJ1e1KUDk,Applied Mathematics II (CSE )
kY77xnpWn9I,Solution of Simultaneous linear equation  Gauss Elimination method Part I,"Dr. B M Biradar
Assistant Professor 
Department of Humanities and Sciences 
Walchand  Institute of Technology, Solapur.",PLM-jfaoaU5ixkvMyOOtNLVtbYJ1e1KUDk,Applied Mathematics II (CSE )
iQ-Sx6AgX7A,Solution of Simultaneous linear equation  Gauss Jacobi Method,"Dr. B M Biradar
Assistant Professor 
Department of Humanities and Sciences 
Walchand  Institute of Technology, Solapur.",PLM-jfaoaU5ixkvMyOOtNLVtbYJ1e1KUDk,Applied Mathematics II (CSE )
g_aswj2adgE,L U Decomposition Method,"Dr. B M Biradar
Assistant Professor 
Department of Humanities and Sciences 
Walchand  Institute of Technology, Solapur.",PLM-jfaoaU5ixkvMyOOtNLVtbYJ1e1KUDk,Applied Mathematics II (CSE )
8Sd9A3KqypU,Astable Multivibrator using IC555,"Mr. Aursang S.V.
Assistant Professor
Electronics & Telecommunication Engg.
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixeVjl8up1CpKcd6LM8WHHG,Electronics Circuits Analysis & Design-II
TQc1lIpHSf4,Applications of Astable Mode of IC 555,"Mr. Aursang S.V.
Assistant Professor
Electronics & Telecommunication Engg.
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixeVjl8up1CpKcd6LM8WHHG,Electronics Circuits Analysis & Design-II
e75XSwBcbsc,Monostable Multivibrator Using IC 555,"Mr. Aursang S.V.
Assistant Professor
Electronics & Telecommunication Engg.
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixeVjl8up1CpKcd6LM8WHHG,Electronics Circuits Analysis & Design-II
QZfiNJk4TK4,Schmitt Trigger Using IC 555,"Mr. Aursang S.V.
Assistant Professor
Electronics & Telecommunication Engg.
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixeVjl8up1CpKcd6LM8WHHG,Electronics Circuits Analysis & Design-II
lC3aq03mf00,Introduction to IC 555,"Mr. Aursang S.V.
Assistant Professor
Electronics & Telecommunication Engg.
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixeVjl8up1CpKcd6LM8WHHG,Electronics Circuits Analysis & Design-II
wMABx9TFVIw,Silicon Controlled Rectifier ( SCR) Construction and Characteristics,"Dr. Ms. Asha Thalange
Associate Professor,
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5izg67bLqpxQPxivsomcEwDe,Power Electronics
ix4zySBPk2U,Turn-On Methods of SCR,"Dr. Asha Thalange
Associate Professor, 
Electronics and Telecommunication Engineering,
Walchand Institute of Technology, solapur.",PLM-jfaoaU5izg67bLqpxQPxivsomcEwDe,Power Electronics
