title,videoIDS,video_description,publishedDate
Introduction of Business Ethics,La6bmq--lfI,"Mrs. Priyanka A. Bansode
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2020-11-10T07:18:18Z
Impedance Coupled Amplifier,B5y6pRq9uzs,"Mrs.V.S.Kulkarni
Assistant Professor
Electronics & Telecommunication Engineering",2020-11-09T10:47:54Z
Transformer Coupled Amplifier,ykpO2zn2QR8,"Mrs.V.S.Kulkarni
Assistant Professor
Electronics & Telecommunication Engineering",2020-11-09T10:45:41Z
Direct Coupled Amplifier,DuSLTsIH4eg,"Mrs.V.S.Kulkarni
Assistant Professor
Electronics & Telecommunication Engineering",2020-11-09T10:41:00Z
RC Coupled Amplifier,4bLRpKcbBDw,"Mrs.V.S.Kulkarni
Assistant Professor
Electronics & Telecommunication Engineering",2020-11-09T10:38:23Z
Multistage Amplifier,WvqWrfh-LP4,"Mrs.V.S.Kulkarni
Assistant Professor
Electronics & Telecommunication Engineering",2020-11-09T10:32:31Z
Feedback amplifier Input & Output Amplifier,JlXaglSnQwE,"Mr.S.V. Aursang
Assistant Professor
Electronics & Telecommunication Engineering",2020-11-09T10:11:59Z
Negative Feedback amplifier Characteristics,UhgXBW4AIFw,"Mr.S.V. Aursang
Assistant Professor
Electronics & Telecommunication Engineering",2020-11-09T10:11:46Z
Feedback Amplifier Topologies,sJVsL8umU_0,"Mr.S.V. Aursang
Assistant Professor
Electronics & Telecommunication Engineering",2020-11-09T10:11:33Z
Feedback Amplifier Concept,YC0gMllA4XI,"Mr.S.V. Aursang
Assistant Professor
Electronics & Telecommunication Engineering",2020-11-09T10:11:18Z
Classification of Basic Amplifier,N8rG_DNnzBI,"Mr.S.V. Aursang
Assistant Professor
Electronics & Telecommunication Engineering",2020-11-09T10:11:05Z
Formulation of LPP,vhaGFRsEK2c,"Dr.K.G.Valse
Associate Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",2020-11-09T07:26:50Z
Introduction to LPP,wHXFcReS0IY,"Dr.K.G.Valse
Associate Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",2020-11-09T07:26:38Z
OR models and their applications,AATTpsndC04,"Dr.K.G.Valse
Associate Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",2020-11-09T07:23:45Z
Methodology in Operations Research,KFBi2Q912bM,"Dr.K.G.Valse
Associate Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",2020-11-09T07:20:32Z
Introduction and History of OR,g6GrwXxNdHo,"Dr.K.G.Valse
Associate Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",2020-11-09T07:13:44Z
DSB-SC   Examples,eZ_dKpaq_rw,"Mr. R.R. Konapure
Assistant Professor
Electronics & Telecommunication Engineering
Walchand Institute of Technology, Solapur",2020-11-07T07:43:39Z
AM  Transmitted power & Efficiency,MYH0SaAyhYs,"Mr. R.R. Konapure
Assistant Professor
Electronics & Telecommunication Engineering
Walchand Institute of Technology, Solapur",2020-11-07T07:42:16Z
SSB SC Modulation by Phase Shift Method,-SHu2CA67yc,"Mr. R.R. Konapure
Assistant Professor
Electronics & Telecommunication Engineering
Walchand Institute of Technology, Solapur",2020-11-07T07:39:39Z
SSB SC Modulation by Filter Method,YRbzKbTLVys,"Mr. R.R. Konapure
Assistant Professor
Electronics & Telecommunication Engineering
Walchand Institute of Technology, Solapur",2020-11-07T07:38:29Z
Amplitude Modulation  Definition & Derivation,tKGLbOxaarw,"Mr. R.R. Konapure
Assistant Professor
Electronics & Telecommunication Engineering
Walchand Institute of Technology, Solapur",2020-11-07T07:33:52Z
Hashing_Part1,fS1zyD79z-E,,2020-11-07T05:01:40Z
Bitmap Indices,u-MOwH3LRak,,2020-11-07T05:01:50Z
Types Of Indexing,eURaXSVJcqo,,2020-11-07T05:01:57Z
Basic Concepts of Indexing,IZ8TJKgYru0,"Ms. R. K.Dixit
Assistant Professor
Department of Computer Science & Engineering
Walchand Institute of Technology, Solapur",2020-11-07T05:02:07Z
Implementation of Half Adder Circuit using Verilog HDL,cgE-rrO7pKg,"Dr. Shrishail Sharad Gajbhar 
Assistant Professor 
Department of Information Technology
Walchand Institute of Technology, Solapur",2020-11-06T07:22:45Z
Implementation of Full Adder Circuit using Verilog HDL,LZ2Azn55aS8,"Dr. Shrishail Sharad Gajbhar 
Assistant Professor 
Department of Information Technology
Walchand Institute of Technology, Solapur",2020-11-06T07:22:26Z
Implementation of 4:1 Multiplexer Circuit using Verilog HDL,R_DPCKsgRLg,"Dr. Shrishail Sharad Gajbhar 
Assistant Professor 
Department of Information Technology
Walchand Institute of Technology, Solapur",2020-11-06T07:21:58Z
Implementation of 2:1 Multiplexer Circuit using Verilog HDL,Sbe36vGbsR0,"Dr. Shrishail Sharad Gajbhar 
Assistant Professor 
Department of Information Technology
Walchand Institute of Technology, Solapur",2020-11-06T07:21:36Z
Implementation of Half Subtractor and Full Subtractor Circuits using Verilog HDL,eVKLK2-jSW4,"Dr. Shrishail Sharad Gajbhar 
Assistant Professor 
Department of Information Technology
Walchand Institute of Technology, Solapur",2020-11-06T07:21:09Z
Special alloy and tool steels Part II,ibQEJUIq85s,"Mr.P.P.Mitragotri
Associate Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",2020-11-05T10:18:47Z
Special alloy and tool steels Part I,D8GMTlYCknA,"Mr.P.P.Mitragotri
Associate Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",2020-11-05T10:15:18Z
Introduction to stainless steels Part  III,UuwTn08W9rs,"Mr.P.P.Mitragotri
Associate Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",2020-11-05T10:11:44Z
Introduction to stainless steels Part  II,6aXKMP_bFsc,"Mr.P.P.Mitragotri
Associate Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",2020-11-05T10:07:40Z
Introduction to stainless steels Part I,ZlV27PR2hZo,"Mr.P.P.Mitragotri
Associate Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",2020-11-05T10:03:11Z
Fuel supply system in CI Engine - Types of Nozzle,NtSrEDV3Ebc,"Dr. P.V. Salunke
Associate Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",2020-11-05T09:58:25Z
Fuel supply system in CI Engine - Fuel Injector,LMAgyiCoc64,"Dr. P.V. Salunke
Associate Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",2020-11-05T09:55:04Z
Fuel System in CI Engine Part  II,v3C288-nj3o,"Dr. P.V. Salunke
Associate Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",2020-11-05T09:51:30Z
Fuel System in CI Engine Part I,Aj5S9QyUDPw,"Dr. P.V. Salunke
Associate Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",2020-11-05T09:47:50Z
Requirements of Fuel system in CI Engine,CcuWUnbUxdM,"Dr. P.V. Salunke
Associate Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",2020-11-05T09:41:29Z
Serialization and Deserialization in C#.NET,AQOmYaVSf_8,"Ms. A. R. Deshpande
Assistant Professor
Information Technology Department
Walchand Institute of Technology, Solapur.",2020-10-31T07:02:27Z
StreamWriter Class and StreamReader Class of C#.NET,01oj61fq2IM,"Ms. A. R. Deshpande
Assistant Professor
Information Technology Department
Walchand Institute of Technology, Solapur.",2020-10-31T07:02:21Z
BinaryReader class and BinaryWriter class in C#.NET,BK3Z02Z3R1k,"Ms. A. R. Deshpande
Assistant Professor
Information Technology Department
Walchand Institute of Technology, Solapur.",2020-10-31T07:02:12Z
File class and Directory class in C#.NET,e3PPPXoBDFc,"Ms. A. R. Deshpande
Assistant Professor
Information Technology Department
Walchand Institute of Technology, Solapur.",2020-10-31T07:02:04Z
Files and Streams in C#.NET,MjmyBRbDXds,"Ms. A. R. Deshpande
Assistant Professor
Information Technology Department
Walchand Institute of Technology, Solapur.",2020-10-31T07:01:54Z
Determination of coordinates of points on ground using Resection Method of Total Station Survey,dcbNkQJYugY,"Mr. Shashikant B. Gosavi.
Assistant Professor, Civil Engineering Department
Walchand Institute of Technology, Solapur",2020-10-29T10:11:23Z
Example on Project Network Crashing/Compression,UbgyJRdY-xw,"Prof. Thalange Satish Basavaraj,
Assistant Professor, Civil Engineering Department,
Walchand Institute of Technology, Solapur, Maharashtra.",2020-10-28T09:13:57Z
Giving Stake Out using the Total Station,RzQ3FygCDtY,"Mr. Shashikant B. Gosavi.
Assistant Professor, Civil Engineering Department
Walchand Institute of Technology, Solapur",2020-10-27T10:55:23Z
Coordinates of Points on Ground from One Position of Total Station,_hSMHG3zqw8,"Mr. Shashikant B. Gosavi.
Assistant Professor, Civil Engineering Department
Walchand Institute of Technology, Solapur",2020-10-27T10:34:46Z
Construction and Types of Total station,s1ylXftRhpo,"Mr. Shashikant B. Gosavi.
Assistant Professor, Civil Engineering Department
Walchand Institute of Technology, Solapur.",2020-10-27T10:29:44Z
Temporary Adjustments of Total Station,XpSzO-JONA0,"Mr. Shashikant B. Gosavi.
Assistant Professor, Civil Engineering Department
Walchand Institute of Technology, Solapur",2020-10-27T10:16:44Z
River Basins and Dams of India,3xP6Uga4Lgc,"River Basins of India, Dams of India, Water Resources Potential of India, India Water Resources, Rivers of India, Indian Rivers,",2020-10-24T08:57:10Z
Problem Solving on Infix to prefix & Postfix,ItjfDTH1w5g,"Dr. R. V. Argiddi 
Department of Computer Science & Engineering, 
Walchand Institute of Technology, Solapur",2020-10-24T07:03:09Z
PN Flip Flop Design/Conversion,VKc2AFJjRDg,"Mr. P. P. Tambe
Assistant Professor,
Department OF Electronics Engineering,
Walchand Institute of Technology, Solapur",2020-10-24T06:39:47Z
T Flip Flop Analysis,dxjG9Et8kJA,"Mr. P. P. Tambe
Assistant Professor,
Department OF Electronics Engineering,
Walchand Institute of Technology, Solapur",2020-10-24T06:39:35Z
T Flip Flop Design/Conversion,yVkl1od2Zc0,"Mr. P. P. Tambe
Assistant Professor,
Department OF Electronics Engineering,
Walchand Institute of Technology, Solapur",2020-10-24T06:39:21Z
D Flip Flop Analysis,njwSb7UyrZM,"Mr. P. P. Tambe
Assistant Professor,
Department OF Electronics Engineering,
Walchand Institute of Technology, Solapur",2020-10-24T06:39:03Z
D Flip Flop Conversion/Design,QwBx9HTtVX0,"Mr. P. P. Tambe
Assistant Professor,
Department OF Electronics Engineering,
Walchand Institute of Technology, Solapur",2020-10-24T06:38:48Z
VHDL Module for Flip-Flops,YcJJC02m5Fs,"Mr. P. A. Kamble
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2020-10-24T06:27:23Z
VHDL Module for Comparator and 4 Bit Full Adder,qGfu6nZwMJU,"Mr. P. A. Kamble
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2020-10-24T06:27:29Z
VHDL Module for Decoder and Encoder,GpXxm5Yz0qs,"Mr. P. A. Kamble
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2020-10-24T06:27:33Z
VHDL Module for Multiplexer and Demultiplexer,LxKjjet00BI,"Mr. P. A. Kamble
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2020-10-24T06:27:19Z
VHDL Module for Half Adder and Full Adder,-SP72wf2G7w,"Mr. P. A. Kamble
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2020-10-24T06:21:39Z
Distance Vector  Routing Algorithm,c_06mcZ56js,"Mr. Shivappa M Metagar 
Assistant Professor ,                   
CSE Dept WIT, Solapur-413006",2020-10-23T10:40:33Z
Shortest path Routing  Algorithm,gkkbJrF7lMg,"Mr. Shivappa M Metagar 
Assistant Professor ,                   
CSE Dept WIT, Solapur-413006",2020-10-23T10:36:58Z
Routing Algorithm,B_gWddnl2GI,"Mr. Shivappa M Metagar 
Assistant Professor ,                   
CSE Dept WIT, Solapur-413006",2020-10-23T10:33:57Z
Network Layer P2,vjGOvMDbyjQ,"Mr. Shivappa M Metagar 
Assistant Professor ,                   
CSE Dept WIT, Solapur-413006",2020-10-23T10:29:15Z
Network Layer P1,0BZ3AWZqfPM,"Mr. Shivappa M Metagar 
Assistant Professor ,                  
CSE Dept WIT, Solapur-413006",2020-10-23T10:25:36Z
8051- Data Memory Programming,Syt5tWhQ27E,"Mr. R. N. Chavan
Assistant Professor
Electronics Engineering
Walchand Institute of Technology, Solapur",2020-10-23T07:21:54Z
8051- Stepper Motor Interfacing,_sunrVxDQgs,"Mr. R. N. Chavan
Assistant Professor
Electronics Engineering
Walchand Institute of Technology, Solapur",2020-10-23T07:15:02Z
8051- Program Memory Interfacing,M8nrQZlvBEg,"Mr. R. N. Chavan
Assistant Professor
Electronics Engineering
Walchand Institute of Technology, Solapur",2020-10-23T07:14:35Z
Data Memory Interfacing With 8051,iuSDfsADnpA,"Mr. R. N. Chavan
Assistant Professor
Electronics Engineering
Walchand Institute of Technology, Solapur",2020-10-23T07:10:08Z
DAC Interfacing With 8051,2gY96Scgwj4,"Mr. R. N. Chavan
Assistant Professor
Electronics Engineering
Walchand Institute of Technology, Solapur",2020-10-23T07:04:50Z
Earthquake resistant measures in Masonry buildings,ZRiRffl7FOI,"MR. C.G. Konapure
Assistant Professor
Civil Engg. Deptt.",2020-10-22T09:57:13Z
Token Bucket Algorithm,jGcibIJ_Q2M,"Mrs. Kanchan A. Khedikar
Assistant Professor,
Computer Science and Engineering Department,
Walchand Institute of Technology, Solapur-413006",2020-10-22T09:15:31Z
Leaky Bucket Algorithm,eBExXzqKCug,"Mrs. Kanchan A. Khedikar
Assistant Professor,
Computer Science and Engineering Department,
Walchand Institute of Technology, Solapur-413006",2020-10-22T09:09:00Z
Congestion Control,r_8ZF7AYoUo,"Mrs. Kanchan A. Khedikar
Assistant Professor,
Computer Science and Engineering Department,
Walchand Institute of Technology, Solapur-413006",2020-10-22T08:55:17Z
Link State Routing,CPyatRMMaMA,"Mrs. Kanchan A. Khedikar
Assistant Professor,
Computer Science and Engineering Department
Walchand Institute of Technology, Solapur-413006",2020-10-22T06:33:22Z
Flow-Based Routing,fHI2tbpDyFk,"Mrs. Kanchan A. Khedikar
Assistant Professor,
Computer Science and Engineering Department
Walchand Institute of Technology, Solapur-413006",2020-10-22T06:17:44Z
Introduction to Bearing Capacity of Soil,6aYltgijrsQ,"Sunil Kulkarni, 
Assistant Professor, 
Civil Engg.Deptt.,
 Walchand Institute of Technology, 
Solapur",2020-10-21T10:36:39Z
Raft foundation,44wQ1sBnl8U,"Sunil Kulkarni, 
Assistant Professor, 
Civil Engg.Deptt.,
 Walchand Institute of Technology, 
Solapur",2020-10-21T10:33:48Z
Soil sampling,ktMuU1cLB-Y,"Sunil Kulkarni, 
Assistant Professor, 
Civil Engg.Deptt.,
 Walchand Institute of Technology, 
Solapur",2020-10-21T10:29:52Z
Soil Exploration,MeAfDpnTxus,"Sunil Kulkarni, 
Assistant Professor, 
Civil Engg.Deptt.,
 Walchand Institute of Technology, 
Solapur",2020-10-21T10:26:18Z
Soil Investigation,NSvDNBCwr_M,"Sunil Kulkarni,
Assistant Professor,
Civil Engg.Deptt.,
Walchand Institute of Technology,
Solapur",2020-10-21T10:20:27Z
Angular Perspective,5agqwL4QZJk,"Ms. Supriya Pasnur.
Assistant Professor
Walchand, Institute of Technology, Solapur.",2020-10-20T10:11:55Z
One and Two Point Perspective,bvFs5t4uptk,"Ms. Supriya Pasnur.
Assistant Professor
Walchand, Institute of Technology, Solapur.",2020-10-20T10:09:01Z
Design of Dog Legged Staircase,6OEGKQfO614,"Ms. Supriya Pasnur.
Assistant Professor
Walchand, Institute of Technology, Solapur",2020-10-20T10:04:52Z
Double  Shutter Fully Paneled Door,7ajzN92QQBU,"Ms. Supriya Pasnur.
Assistant Professor
Walchand, Institute of Technology, Solapur.",2020-10-20T09:58:42Z
Concrete Block Masonry,5Dh2qiNvt3g,"Ms. Supriya Pasnur.
Assistant Professor
Walchand, Institute of Technology, Solapur.",2020-10-20T09:55:22Z
Shear Force and Bending Moment for Simply Supported Beam with Inclined Load,rJfw2BFJSq4,"Mr. Prashant V. Dhanshetti.
Assistant Professor
Walchand, Institute of Technology, Solapur.",2020-10-20T09:44:27Z
Shear Force and Bending Moment for Simply Supported Beam with Uniformly Varying Load,dBrXc2AqN44,"Mr. Prashant V. Dhanshetti.
Assistant Professor
Walchand, Institute of Technology, Solapur.",2020-10-20T09:41:11Z
Shear Force and Bending Moment for Simply Supported Beam with Point Load and with UDL,f6f3rVzb3Sw,"Mr. Prashant V. Dhanshetti.
Assistant Professor
Walchand, Institute of Technology, Solapur.",2020-10-20T09:36:44Z
